datetime,eq,pnl
2025-08-14 09:15:00+05:30,0.0,0.0
2025-08-14 09:18:00+05:30,0.0,-0.0
2025-08-14 09:21:00+05:30,0.0,0.0
2025-08-14 09:24:00+05:30,0.0,0.0
2025-08-14 09:27:00+05:30,0.0,0.0
2025-08-14 09:30:00+05:30,0.0,-0.0
2025-08-14 09:33:00+05:30,0.0,-0.0
2025-08-14 09:36:00+05:30,0.0,0.0
2025-08-14 09:39:00+05:30,0.0,0.0
2025-08-14 09:42:00+05:30,0.0,0.0
2025-08-14 09:45:00+05:30,0.0,0.0
2025-08-14 09:48:00+05:30,0.0,-0.0
2025-08-14 09:51:00+05:30,0.0,0.0
2025-08-14 09:54:00+05:30,0.0,-0.0
2025-08-14 09:57:00+05:30,0.0,-0.0
2025-08-14 10:00:00+05:30,0.0,-0.0
2025-08-14 10:03:00+05:30,0.0,-0.0
2025-08-14 10:06:00+05:30,0.0,0.0
2025-08-14 10:09:00+05:30,0.0,-0.0
2025-08-14 10:12:00+05:30,0.0,-0.0
2025-08-14 10:15:00+05:30,0.0,0.0
2025-08-14 10:18:00+05:30,0.0,-0.0
2025-08-14 10:21:00+05:30,-111.22515,-111.22515
2025-08-14 10:24:00+05:30,-255.2810797964047,-144.0559297964047
2025-08-14 10:27:00+05:30,-190.79229659796292,64.48878319844178
2025-08-14 10:30:00+05:30,-237.29812743687586,-46.50583083891294
2025-08-14 10:33:00+05:30,-265.80031751903323,-28.50219008215734
2025-08-14 10:36:00+05:30,-172.82363615857565,92.97668136045759
2025-08-14 10:39:00+05:30,-10.894410567194143,161.9292255913815
2025-08-14 10:42:00+05:30,-70.90412323409168,-60.00971266689754
2025-08-14 10:45:00+05:30,-85.90473017753793,-15.000606943446249
2025-08-14 10:48:00+05:30,-145.91444087951137,-60.00971070197344
2025-08-14 10:51:00+05:30,-25.953277402040015,119.96116347747136
2025-08-14 10:54:00+05:30,146.4664445841188,172.4197219861588
2025-08-14 10:57:00+05:30,-80.17202583025102,-226.6384704143698
2025-08-14 11:00:00+05:30,-209.21691427678758,-129.04488844653656
2025-08-14 11:03:00+05:30,-101.24836651595183,107.96854776083575
2025-08-14 11:06:00+05:30,-108.74851823949157,-7.500151723539739
2025-08-14 11:09:00+05:30,-83.2502721285632,25.49824611092838
2025-08-14 11:12:00+05:30,48.702727693396625,131.95299982195982
2025-08-14 11:15:00+05:30,-5.305140840512074,-54.0078685339087
