datetime,eq,pnl
2025-08-14 11:36:00+05:30,0.0,0.0
2025-08-14 11:39:00+05:30,0.0,-0.0
2025-08-14 11:42:00+05:30,0.0,-0.0
2025-08-14 11:45:00+05:30,0.0,-0.0
2025-08-14 11:48:00+05:30,0.0,0.0
2025-08-14 11:51:00+05:30,0.0,0.0
2025-08-14 11:54:00+05:30,0.0,0.0
2025-08-14 11:57:00+05:30,0.0,0.0
2025-08-14 12:00:00+05:30,0.0,0.0
2025-08-14 12:03:00+05:30,0.0,-0.0
2025-08-14 12:06:00+05:30,0.0,0.0
2025-08-14 12:09:00+05:30,0.0,0.0
2025-08-14 12:12:00+05:30,0.0,-0.0
2025-08-14 12:15:00+05:30,0.0,0.0
2025-08-14 12:18:00+05:30,-249.92909999999998,-249.92909999999998
2025-08-14 12:21:00+05:30,-72.96670546486718,176.9623945351328
2025-08-14 12:24:00+05:30,-253.00560475886147,-180.0388992939943
2025-08-14 12:27:00+05:30,16.906890739894322,269.9124954987558
2025-08-14 12:30:00+05:30,-61.1004144724524,-78.00730521234672
2025-08-14 12:33:00+05:30,-193.1213339498442,-132.0209194773918
2025-08-14 12:36:00+05:30,-43.14834345718509,149.9729904926591
2025-08-14 12:39:00+05:30,-25.14873246419856,17.999610992986533
2025-08-14 12:42:00+05:30,-13.148905359845461,11.999827104353098
2025-08-14 12:45:00+05:30,112.8320326129243,125.98093797276975
2025-08-14 12:48:00+05:30,-28.191841757583816,-141.0238743705081
2025-08-14 12:51:00+05:30,-253.25262518854169,-225.06078343095788
2025-08-14 12:54:00+05:30,-688.4797587858619,-435.22713359732023
2025-08-14 12:57:00+05:30,-688.4797587858619,0.0
2025-08-14 13:00:00+05:30,-688.4797587858619,0.0
2025-08-14 13:03:00+05:30,-688.4797587858619,0.0
2025-08-14 13:06:00+05:30,-688.4797587858619,0.0
2025-08-14 13:09:00+05:30,-688.4797587858619,0.0
2025-08-14 13:12:00+05:30,-688.4797587858619,0.0
2025-08-14 13:15:00+05:30,-688.4797587858619,0.0
2025-08-14 13:18:00+05:30,-688.4797587858619,0.0
2025-08-14 13:21:00+05:30,-688.4797587858619,0.0
2025-08-14 13:24:00+05:30,-688.4797587858619,0.0
2025-08-14 13:27:00+05:30,-688.4797587858619,0.0
2025-08-14 13:30:00+05:30,-688.4797587858619,0.0
2025-08-14 13:33:00+05:30,-688.4797587858619,0.0
2025-08-14 13:36:00+05:30,-688.4797587858619,0.0
2025-08-14 13:39:00+05:30,-688.4797587858619,0.0
2025-08-14 13:42:00+05:30,-688.4797587858619,0.0
2025-08-14 13:45:00+05:30,-688.4797587858619,0.0
2025-08-14 13:48:00+05:30,-688.4797587858619,0.0
2025-08-14 13:51:00+05:30,-688.4797587858619,0.0
2025-08-14 13:54:00+05:30,-688.4797587858619,0.0
2025-08-14 13:57:00+05:30,-688.4797587858619,0.0
2025-08-14 14:00:00+05:30,-688.4797587858619,0.0
2025-08-14 14:03:00+05:30,-688.4797587858619,0.0
2025-08-14 14:06:00+05:30,-688.4797587858619,0.0
2025-08-14 14:09:00+05:30,-688.4797587858619,0.0
2025-08-14 14:12:00+05:30,-688.4797587858619,0.0
2025-08-14 14:15:00+05:30,-688.4797587858619,0.0
2025-08-14 14:18:00+05:30,-688.4797587858619,0.0
2025-08-14 14:21:00+05:30,-688.4797587858619,0.0
2025-08-14 14:24:00+05:30,-688.4797587858619,0.0
2025-08-14 14:27:00+05:30,-688.4797587858619,0.0
2025-08-14 14:30:00+05:30,-688.4797587858619,0.0
2025-08-14 14:33:00+05:30,-688.4797587858619,0.0
2025-08-14 14:36:00+05:30,-688.4797587858619,0.0
2025-08-14 14:39:00+05:30,-688.4797587858619,0.0
2025-08-14 14:42:00+05:30,-688.4797587858619,0.0
2025-08-14 14:45:00+05:30,-688.4797587858619,0.0
2025-08-14 14:48:00+05:30,-688.4797587858619,0.0
2025-08-14 14:51:00+05:30,-688.4797587858619,0.0
2025-08-14 14:54:00+05:30,-688.4797587858619,0.0
2025-08-14 14:57:00+05:30,-688.4797587858619,0.0
2025-08-14 15:00:00+05:30,-688.4797587858619,0.0
2025-08-14 15:03:00+05:30,-688.4797587858619,0.0
2025-08-14 15:06:00+05:30,-688.4797587858619,0.0
2025-08-14 15:09:00+05:30,-688.4797587858619,0.0
2025-08-14 15:12:00+05:30,-688.4797587858619,0.0
2025-08-14 15:15:00+05:30,-688.4797587858619,0.0
2025-08-14 15:18:00+05:30,-688.4797587858619,0.0
2025-08-14 15:21:00+05:30,-688.4797587858619,0.0
2025-08-14 15:24:00+05:30,-688.4797587858619,0.0
2025-08-14 15:27:00+05:30,-688.4797587858619,0.0
