datetime,eq,pnl
2025-08-14 09:15:00+05:30,0.0,0.0
2025-08-14 09:18:00+05:30,0.0,-0.0
2025-08-14 09:21:00+05:30,0.0,0.0
2025-08-14 09:24:00+05:30,0.0,0.0
2025-08-14 09:27:00+05:30,0.0,0.0
2025-08-14 09:30:00+05:30,0.0,0.0
2025-08-14 09:33:00+05:30,0.0,0.0
2025-08-14 09:36:00+05:30,0.0,0.0
2025-08-14 09:39:00+05:30,0.0,0.0
2025-08-14 09:42:00+05:30,0.0,0.0
2025-08-14 09:45:00+05:30,0.0,-0.0
2025-08-14 09:48:00+05:30,0.0,-0.0
2025-08-14 09:51:00+05:30,0.0,0.0
2025-08-14 09:54:00+05:30,0.0,0.0
2025-08-14 09:57:00+05:30,0.0,-0.0
2025-08-14 10:00:00+05:30,0.0,-0.0
2025-08-14 10:03:00+05:30,0.0,-0.0
2025-08-14 10:06:00+05:30,0.0,-0.0
2025-08-14 10:09:00+05:30,0.0,0.0
2025-08-14 10:12:00+05:30,0.0,0.0
2025-08-14 10:15:00+05:30,0.0,0.0
2025-08-14 10:18:00+05:30,0.0,0.0
2025-08-14 10:21:00+05:30,-8.95905,-8.95905
2025-08-14 10:24:00+05:30,-25.46816647998086,-16.50911647998086
2025-08-14 10:27:00+05:30,-4.453286961908198,21.01487951807266
2025-08-14 10:30:00+05:30,4.549426605930572,9.00271356783877
2025-08-14 10:33:00+05:30,24.062161459742974,19.5127348538124
2025-08-14 10:36:00+05:30,21.06246267968407,-2.9996987800589046
2025-08-14 10:39:00+05:30,19.56253799223032,-1.4999246874537486
2025-08-14 10:42:00+05:30,16.56283925754654,-2.999698734683782
2025-08-14 10:45:00+05:30,-16.400703978369425,-32.963543235915964
2025-08-14 10:48:00+05:30,-13.400402349572914,3.00030162879651
2025-08-14 10:51:00+05:30,-20.89851735912356,-7.498115009550643
2025-08-14 10:54:00+05:30,-41.88373531880177,-20.985217959678206
2025-08-14 10:57:00+05:30,-34.38184852635027,7.501886792451504
2025-08-14 11:00:00+05:30,-20.87573685632898,13.506111670021287
2025-08-14 11:03:00+05:30,-35.86819499902235,-14.992458142693371
2025-08-14 11:06:00+05:30,-44.865478564596664,-8.997283565574312
2025-08-14 11:09:00+05:30,-49.3647992509551,-4.499320686358439
2025-08-14 11:12:00+05:30,-37.35996784682963,12.004831404125468
2025-08-14 11:15:00+05:30,-7.265756678700932,30.0942111681287
