symbol,datetime,open,high,low,close,volume
RELIANCE,2025-08-14 09:15:00+05:30,1377.3,1380.1,1376.0,1376.5,74617
RELIANCE,2025-08-14 09:16:00+05:30,1376.6,1376.8,1375.1,1376.7,40351
RELIANCE,2025-08-14 09:17:00+05:30,1376.8,1378.7,1376.7,1378.7,28296
RELIANCE,2025-08-14 09:18:00+05:30,1378.7,1378.7,1377.6,1378.5,21887
RELIANCE,2025-08-14 09:19:00+05:30,1378.8,1379.1,1378.5,1378.7,21663
RELIANCE,2025-08-14 09:20:00+05:30,1378.2,1378.3,1377.2,1377.5,22519
RELIANCE,2025-08-14 09:21:00+05:30,1377.5,1377.7,1376.9,1377.1,10029
RELIANCE,2025-08-14 09:22:00+05:30,1377.1,1378.6,1377.1,1378.6,16413
RELIANCE,2025-08-14 09:23:00+05:30,1378.8,1379.5,1378.3,1378.7,14141
RELIANCE,2025-08-14 09:24:00+05:30,1379.1,1379.1,1378.7,1378.7,13059
RELIANCE,2025-08-14 09:25:00+05:30,1378.2,1378.5,1377.9,1378.0,14973
RELIANCE,2025-08-14 09:26:00+05:30,1378.0,1378.1,1377.2,1377.4,9077
RELIANCE,2025-08-14 09:27:00+05:30,1377.5,1378.0,1377.2,1377.8,6749
RELIANCE,2025-08-14 09:28:00+05:30,1377.8,1378.5,1377.6,1378.0,17047
RELIANCE,2025-08-14 09:29:00+05:30,1378.0,1378.4,1378.0,1378.3,18863
RELIANCE,2025-08-14 09:30:00+05:30,1378.3,1378.5,1378.3,1378.5,7619
RELIANCE,2025-08-14 09:31:00+05:30,1378.4,1379.5,1377.6,1378.0,20878
RELIANCE,2025-08-14 09:32:00+05:30,1378.1,1378.2,1377.1,1377.6,8556
RELIANCE,2025-08-14 09:33:00+05:30,1377.6,1378.6,1377.5,1378.6,4926
RELIANCE,2025-08-14 09:34:00+05:30,1378.5,1378.5,1377.6,1377.7,7850
RELIANCE,2025-08-14 09:35:00+05:30,1377.8,1378.6,1377.0,1377.0,16648
RELIANCE,2025-08-14 09:36:00+05:30,1377.5,1378.3,1377.2,1377.6,8745
RELIANCE,2025-08-14 09:37:00+05:30,1377.5,1377.7,1377.2,1377.5,4953
RELIANCE,2025-08-14 09:38:00+05:30,1377.5,1378.4,1377.5,1378.3,9791
RELIANCE,2025-08-14 09:39:00+05:30,1378.0,1378.4,1378.0,1378.3,4293
RELIANCE,2025-08-14 09:40:00+05:30,1378.2,1378.4,1377.9,1378.1,10852
RELIANCE,2025-08-14 09:41:00+05:30,1378.1,1378.2,1377.5,1377.9,7131
RELIANCE,2025-08-14 09:42:00+05:30,1378.2,1378.9,1378.2,1378.8,6250
RELIANCE,2025-08-14 09:43:00+05:30,1378.9,1379.2,1378.8,1378.9,12591
RELIANCE,2025-08-14 09:44:00+05:30,1378.9,1379.0,1378.7,1378.7,9718
RELIANCE,2025-08-14 09:45:00+05:30,1378.6,1379.5,1378.1,1379.1,13494
RELIANCE,2025-08-14 09:46:00+05:30,1379.4,1379.9,1379.0,1379.9,13050
RELIANCE,2025-08-14 09:47:00+05:30,1379.5,1380.7,1379.5,1380.1,44817
RELIANCE,2025-08-14 09:48:00+05:30,1380.2,1380.4,1379.6,1379.9,10338
RELIANCE,2025-08-14 09:49:00+05:30,1379.9,1380.0,1379.4,1379.9,8941
RELIANCE,2025-08-14 09:50:00+05:30,1379.9,1380.1,1379.5,1379.5,6353
RELIANCE,2025-08-14 09:51:00+05:30,1379.1,1379.1,1378.6,1378.7,9237
RELIANCE,2025-08-14 09:52:00+05:30,1378.6,1379.0,1378.5,1378.6,6374
RELIANCE,2025-08-14 09:53:00+05:30,1378.6,1378.8,1378.4,1378.4,5381
RELIANCE,2025-08-14 09:54:00+05:30,1378.3,1378.7,1377.6,1378.5,16216
RELIANCE,2025-08-14 09:55:00+05:30,1378.6,1378.8,1378.0,1378.3,6074
RELIANCE,2025-08-14 09:56:00+05:30,1378.1,1378.2,1377.0,1377.0,11092
RELIANCE,2025-08-14 09:57:00+05:30,1377.1,1378.1,1377.0,1377.8,10302
RELIANCE,2025-08-14 09:58:00+05:30,1378.0,1378.0,1377.6,1377.9,1663
RELIANCE,2025-08-14 09:59:00+05:30,1377.9,1377.9,1377.0,1377.4,12123
RELIANCE,2025-08-14 10:00:00+05:30,1377.2,1377.5,1376.9,1377.0,11544
RELIANCE,2025-08-14 10:01:00+05:30,1376.9,1377.7,1376.6,1377.0,16190
RELIANCE,2025-08-14 10:02:00+05:30,1377.0,1378.7,1377.0,1378.3,12005
RELIANCE,2025-08-14 10:03:00+05:30,1378.2,1378.2,1377.3,1377.3,7702
RELIANCE,2025-08-14 10:04:00+05:30,1377.3,1377.4,1376.7,1376.8,7566
RELIANCE,2025-08-14 10:05:00+05:30,1376.8,1377.0,1376.0,1376.2,9656
RELIANCE,2025-08-14 10:06:00+05:30,1376.2,1376.8,1376.0,1376.4,4764
RELIANCE,2025-08-14 10:07:00+05:30,1376.5,1378.2,1376.4,1377.1,12729
RELIANCE,2025-08-14 10:08:00+05:30,1377.1,1378.1,1376.8,1377.9,13256
RELIANCE,2025-08-14 10:09:00+05:30,1377.9,1378.0,1377.4,1378.0,5818
RELIANCE,2025-08-14 10:10:00+05:30,1377.5,1378.2,1377.5,1377.7,7496
RELIANCE,2025-08-14 10:11:00+05:30,1377.7,1377.9,1377.3,1377.4,6052
RELIANCE,2025-08-14 10:12:00+05:30,1377.4,1377.4,1376.0,1376.0,29415
RELIANCE,2025-08-14 10:13:00+05:30,1376.0,1376.1,1374.0,1374.7,57357
RELIANCE,2025-08-14 10:14:00+05:30,1375.0,1375.0,1374.2,1375.0,16519
RELIANCE,2025-08-14 10:15:00+05:30,1374.9,1375.0,1374.2,1374.4,10149
RELIANCE,2025-08-14 10:16:00+05:30,1374.4,1375.1,1374.0,1374.7,28286
RELIANCE,2025-08-14 10:17:00+05:30,1374.9,1375.0,1374.1,1374.6,31038
RELIANCE,2025-08-14 10:18:00+05:30,1374.7,1375.8,1374.6,1375.4,15660
RELIANCE,2025-08-14 10:19:00+05:30,1375.3,1375.7,1375.1,1375.4,5051
RELIANCE,2025-08-14 10:20:00+05:30,1375.2,1375.2,1374.6,1375.0,8246
RELIANCE,2025-08-14 10:21:00+05:30,1375.0,1376.0,1374.6,1375.6,16942
RELIANCE,2025-08-14 10:22:00+05:30,1375.4,1375.7,1375.0,1375.7,10308
RELIANCE,2025-08-14 10:23:00+05:30,1375.5,1376.4,1375.5,1376.1,8333
RELIANCE,2025-08-14 10:24:00+05:30,1376.5,1376.7,1376.0,1376.5,6004
RELIANCE,2025-08-14 10:25:00+05:30,1376.5,1376.7,1375.4,1375.8,32809
RELIANCE,2025-08-14 10:26:00+05:30,1375.5,1377.2,1375.2,1376.4,28148
RELIANCE,2025-08-14 10:27:00+05:30,1376.0,1376.5,1375.7,1375.9,10871
RELIANCE,2025-08-14 10:28:00+05:30,1375.9,1376.0,1375.7,1375.8,4821
RELIANCE,2025-08-14 10:29:00+05:30,1375.7,1375.9,1375.1,1375.8,8848
RELIANCE,2025-08-14 10:30:00+05:30,1375.7,1375.7,1375.3,1375.6,4440
RELIANCE,2025-08-14 10:31:00+05:30,1375.6,1376.2,1375.3,1375.7,6920
RELIANCE,2025-08-14 10:32:00+05:30,1375.7,1376.0,1375.4,1376.0,8156
RELIANCE,2025-08-14 10:33:00+05:30,1376.0,1376.3,1375.7,1376.2,4820
RELIANCE,2025-08-14 10:34:00+05:30,1375.9,1376.3,1375.9,1376.2,3516
RELIANCE,2025-08-14 10:35:00+05:30,1375.9,1376.4,1375.7,1375.7,11244
RELIANCE,2025-08-14 10:36:00+05:30,1375.6,1375.6,1374.3,1374.9,23020
RELIANCE,2025-08-14 10:37:00+05:30,1374.9,1375.0,1374.5,1375.0,5088
RELIANCE,2025-08-14 10:38:00+05:30,1375.0,1375.2,1374.9,1375.0,8863
RELIANCE,2025-08-14 10:39:00+05:30,1375.0,1375.2,1374.9,1375.2,4125
RELIANCE,2025-08-14 10:40:00+05:30,1375.1,1375.3,1375.1,1375.3,2828
RELIANCE,2025-08-14 10:41:00+05:30,1375.3,1375.3,1374.3,1375.0,17226
RELIANCE,2025-08-14 10:42:00+05:30,1374.6,1375.0,1374.6,1374.8,4059
RELIANCE,2025-08-14 10:43:00+05:30,1374.9,1375.1,1374.6,1374.9,6760
RELIANCE,2025-08-14 10:44:00+05:30,1374.9,1375.0,1374.7,1374.8,3783
