symbol,datetime,open,high,low,close,volume
NIFTY25AUGFUT,2025-08-14 09:15:00+05:30,24708.9,24727.4,24695.1,24712.9,58650
NIFTY25AUGFUT,2025-08-14 09:16:00+05:30,24712.9,24720.0,24702.3,24716.0,27075
NIFTY25AUGFUT,2025-08-14 09:17:00+05:30,24716.0,24722.8,24710.7,24715.7,18675
NIFTY25AUGFUT,2025-08-14 09:18:00+05:30,24715.7,24720.0,24713.0,24720.0,15450
NIFTY25AUGFUT,2025-08-14 09:19:00+05:30,24718.7,24720.0,24708.0,24709.6,20925
NIFTY25AUGFUT,2025-08-14 09:20:00+05:30,24709.6,24709.6,24686.0,24690.0,64200
NIFTY25AUGFUT,2025-08-14 09:21:00+05:30,24690.0,24693.0,24681.1,24685.0,24975
NIFTY25AUGFUT,2025-08-14 09:22:00+05:30,24685.0,24708.9,24683.1,24708.9,26400
NIFTY25AUGFUT,2025-08-14 09:23:00+05:30,24708.9,24719.5,24696.0,24696.6,26175
NIFTY25AUGFUT,2025-08-14 09:24:00+05:30,24700.0,24710.0,24696.5,24709.0,17775
NIFTY25AUGFUT,2025-08-14 09:25:00+05:30,24709.0,24710.0,24696.4,24700.0,10125
NIFTY25AUGFUT,2025-08-14 09:26:00+05:30,24702.0,24702.0,24695.0,24697.6,10500
NIFTY25AUGFUT,2025-08-14 09:27:00+05:30,24695.1,24700.0,24691.0,24693.9,7500
NIFTY25AUGFUT,2025-08-14 09:28:00+05:30,24693.9,24711.0,24693.2,24705.9,14700
NIFTY25AUGFUT,2025-08-14 09:29:00+05:30,24705.9,24710.0,24698.8,24708.1,13425
NIFTY25AUGFUT,2025-08-14 09:30:00+05:30,24708.1,24713.1,24703.1,24713.1,12450
NIFTY25AUGFUT,2025-08-14 09:31:00+05:30,24713.4,24714.5,24701.0,24701.0,8175
NIFTY25AUGFUT,2025-08-14 09:32:00+05:30,24701.0,24707.3,24696.0,24701.7,14325
NIFTY25AUGFUT,2025-08-14 09:33:00+05:30,24696.0,24704.0,24687.8,24698.0,15600
NIFTY25AUGFUT,2025-08-14 09:34:00+05:30,24698.0,24701.4,24685.1,24691.8,16350
NIFTY25AUGFUT,2025-08-14 09:35:00+05:30,24685.5,24695.8,24685.1,24687.5,11850
NIFTY25AUGFUT,2025-08-14 09:36:00+05:30,24688.0,24698.8,24687.0,24692.7,9450
NIFTY25AUGFUT,2025-08-14 09:37:00+05:30,24692.7,24697.9,24685.0,24692.0,19725
NIFTY25AUGFUT,2025-08-14 09:38:00+05:30,24692.0,24709.5,24692.0,24705.5,16425
NIFTY25AUGFUT,2025-08-14 09:39:00+05:30,24705.5,24715.0,24699.3,24714.8,19350
NIFTY25AUGFUT,2025-08-14 09:40:00+05:30,24714.8,24716.7,24706.0,24707.6,10275
NIFTY25AUGFUT,2025-08-14 09:41:00+05:30,24707.6,24718.2,24706.0,24718.2,5400
NIFTY25AUGFUT,2025-08-14 09:42:00+05:30,24718.2,24727.8,24716.0,24726.0,18750
NIFTY25AUGFUT,2025-08-14 09:43:00+05:30,24726.0,24737.8,24725.8,24729.3,28125
NIFTY25AUGFUT,2025-08-14 09:44:00+05:30,24729.3,24734.9,24724.4,24730.0,33900
NIFTY25AUGFUT,2025-08-14 09:45:00+05:30,24730.0,24745.5,24726.1,24745.5,54075
NIFTY25AUGFUT,2025-08-14 09:46:00+05:30,24742.4,24750.9,24740.0,24740.0,197700
NIFTY25AUGFUT,2025-08-14 09:47:00+05:30,24740.0,24746.0,24740.0,24746.0,13200
NIFTY25AUGFUT,2025-08-14 09:48:00+05:30,24746.0,24746.3,24732.0,24735.0,12225
NIFTY25AUGFUT,2025-08-14 09:49:00+05:30,24735.0,24739.0,24730.0,24733.7,57150
NIFTY25AUGFUT,2025-08-14 09:50:00+05:30,24733.7,24733.7,24724.0,24724.0,13125
NIFTY25AUGFUT,2025-08-14 09:51:00+05:30,24724.0,24733.5,24720.0,24733.4,11550
NIFTY25AUGFUT,2025-08-14 09:52:00+05:30,24733.4,24733.7,24726.3,24730.6,10200
NIFTY25AUGFUT,2025-08-14 09:53:00+05:30,24730.1,24733.7,24725.7,24730.3,5250
NIFTY25AUGFUT,2025-08-14 09:54:00+05:30,24730.3,24733.7,24723.8,24731.1,9825
NIFTY25AUGFUT,2025-08-14 09:55:00+05:30,24731.1,24733.7,24729.0,24729.0,13575
NIFTY25AUGFUT,2025-08-14 09:56:00+05:30,24729.0,24733.0,24720.5,24721.0,10950
NIFTY25AUGFUT,2025-08-14 09:57:00+05:30,24721.0,24729.5,24718.8,24725.8,10875
NIFTY25AUGFUT,2025-08-14 09:58:00+05:30,24725.8,24725.8,24717.0,24717.0,4350
NIFTY25AUGFUT,2025-08-14 09:59:00+05:30,24717.0,24717.0,24701.8,24708.7,22050
NIFTY25AUGFUT,2025-08-14 10:00:00+05:30,24708.7,24710.0,24701.1,24703.0,15750
NIFTY25AUGFUT,2025-08-14 10:01:00+05:30,24703.0,24706.2,24694.4,24698.9,26925
NIFTY25AUGFUT,2025-08-14 10:02:00+05:30,24698.9,24713.4,24696.7,24705.0,147075
NIFTY25AUGFUT,2025-08-14 10:03:00+05:30,24705.0,24708.0,24694.7,24694.7,8400
NIFTY25AUGFUT,2025-08-14 10:04:00+05:30,24701.0,24701.0,24690.2,24696.0,19050
NIFTY25AUGFUT,2025-08-14 10:05:00+05:30,24696.0,24696.0,24685.0,24694.5,14775
NIFTY25AUGFUT,2025-08-14 10:06:00+05:30,24690.2,24698.8,24689.8,24693.0,6300
NIFTY25AUGFUT,2025-08-14 10:07:00+05:30,24693.3,24700.0,24689.2,24695.0,24675
NIFTY25AUGFUT,2025-08-14 10:08:00+05:30,24695.0,24704.0,24694.0,24702.0,10350
NIFTY25AUGFUT,2025-08-14 10:09:00+05:30,24702.0,24703.8,24693.4,24693.4,6900
NIFTY25AUGFUT,2025-08-14 10:10:00+05:30,24693.4,24699.2,24690.5,24699.0,14400
NIFTY25AUGFUT,2025-08-14 10:11:00+05:30,24699.0,24699.7,24690.8,24698.8,30225
NIFTY25AUGFUT,2025-08-14 10:12:00+05:30,24698.8,24698.8,24689.0,24691.6,19050
NIFTY25AUGFUT,2025-08-14 10:13:00+05:30,24691.6,24700.0,24691.6,24698.7,3675
NIFTY25AUGFUT,2025-08-14 10:14:00+05:30,24698.7,24698.7,24689.0,24698.0,37350
NIFTY25AUGFUT,2025-08-14 10:15:00+05:30,24698.0,24698.0,24687.6,24689.7,11850
NIFTY25AUGFUT,2025-08-14 10:16:00+05:30,24690.0,24700.2,24689.6,24692.2,24450
