symbol,turnover,range_pct
NIFTY25AUGFUT,93183087810.0,0.37834491298067
NIFTY25AUGFUT,93183087810.0,0.37834491298067
BANKNIFTY25AUGFUT,37116400748.0,0.4889472658646248
BANKNIFTY25AUGFUT,37116400748.0,0.4889472658646248
HDFCBANK,17019418665.800001,1.253855098842204
HDFCBANK,17019418665.800001,1.253855098842204
