symbol,datetime,open,high,low,close,volume,signal,z
HDFCBANK,2025-08-14 11:00:00+05:30,1988.7,1989.2,1988.3,1988.9,30649,0.0,0.7519441739057592
HDFCBANK,2025-08-14 11:03:00+05:30,1988.7,1989.0,1987.9,1987.9,46600,0.0,-0.8795479581339926
HDFCBANK,2025-08-14 11:06:00+05:30,1987.9,1988.0,1986.7,1987.3,47653,0.0,-0.5312841869475958
HDFCBANK,2025-08-14 11:09:00+05:30,1987.3,1989.0,1986.8,1987.0,47294,0.0,-0.2487020327506274
HDFCBANK,2025-08-14 11:12:00+05:30,1987.0,1987.8,1986.7,1987.8,27379,0.0,0.6519587236784804
HDFCBANK,2025-08-14 11:15:00+05:30,1987.9,1990.4,1987.3,1990.4,45865,-1.0,1.87379206836481
HDFCBANK,2025-08-14 11:18:00+05:30,1990.2,1991.4,1990.2,1991.1,39346,0.0,0.40288510057664273
HDFCBANK,2025-08-14 11:21:00+05:30,1991.0,1991.8,1988.0,1989.6,104013,0.0,-1.2344017223132027
HDFCBANK,2025-08-14 11:24:00+05:30,1989.3,1991.0,1989.2,1990.3,43636,0.0,0.685229664679662
HDFCBANK,2025-08-14 11:27:00+05:30,1990.3,1991.1,1989.5,1989.6,45250,0.0,-0.6361360508624972
HDFCBANK,2025-08-14 11:30:00+05:30,1989.5,1989.9,1988.9,1989.7,25400,0.0,0.1365075288573395
HDFCBANK,2025-08-14 11:33:00+05:30,1989.7,1989.9,1987.8,1988.6,91055,0.0,-0.9022001885717682
HDFCBANK,2025-08-14 11:36:00+05:30,1988.9,1990.0,1988.0,1989.6,91265,0.0,1.0355830298537883
HDFCBANK,2025-08-14 11:39:00+05:30,1989.6,1990.5,1989.4,1989.5,46614,0.0,0.0043675102643550776
HDFCBANK,2025-08-14 11:42:00+05:30,1989.5,1989.5,1987.9,1988.6,42733,0.0,-0.703313818670713
HDFCBANK,2025-08-14 11:45:00+05:30,1988.6,1988.9,1987.8,1988.0,39912,0.0,-0.5513078444362941
HDFCBANK,2025-08-14 11:48:00+05:30,1987.8,1988.2,1986.3,1987.1,57636,0.0,-0.7897857773404874
HDFCBANK,2025-08-14 11:51:00+05:30,1987.6,1989.0,1987.1,1988.7,22607,-1.0,1.5235659329962643
HDFCBANK,2025-08-14 11:54:00+05:30,1988.7,1989.5,1987.5,1989.1,86793,0.0,0.3163044333316244
HDFCBANK,2025-08-14 11:57:00+05:30,1989.1,1990.6,1988.4,1990.0,57124,0.0,0.7817482330550753
HDFCBANK,2025-08-14 12:00:00+05:30,1990.0,1991.8,1990.0,1990.6,102648,0.0,0.5077477044790859
HDFCBANK,2025-08-14 12:03:00+05:30,1990.6,1992.0,1990.0,1992.0,94976,0.0,1.1707101546098084
HDFCBANK,2025-08-14 12:06:00+05:30,1992.0,1992.2,1990.0,1992.0,94445,0.0,-0.23420629378221536
HDFCBANK,2025-08-14 12:09:00+05:30,1992.0,1993.0,1992.0,1992.3,53139,0.0,0.03448134371873666
HDFCBANK,2025-08-14 12:12:00+05:30,1992.3,1993.2,1991.2,1991.8,74887,0.0,-0.6979460175304281
HDFCBANK,2025-08-14 12:15:00+05:30,1992.0,1994.0,1991.7,1993.4,52252,-1.0,1.607782883028676
HDFCBANK,2025-08-14 12:18:00+05:30,1993.4,1995.9,1993.4,1995.0,82777,0.0,1.478802429863664
HDFCBANK,2025-08-14 12:21:00+05:30,1995.0,1995.0,1993.2,1994.6,63899,0.0,-0.7393638651545328
HDFCBANK,2025-08-14 12:24:00+05:30,1994.6,1995.2,1994.3,1994.7,57233,0.0,-0.1377889301999441
HDFCBANK,2025-08-14 12:27:00+05:30,1994.7,1995.1,1991.5,1991.9,112644,1.0,-2.6992141798378624
HDFCBANK,2025-08-14 12:30:00+05:30,1992.0,1993.9,1991.7,1992.5,67473,0.0,0.4241202395481318
HDFCBANK,2025-08-14 12:33:00+05:30,1992.5,1993.7,1992.1,1992.6,46254,0.0,-0.09603628855730878
HDFCBANK,2025-08-14 12:36:00+05:30,1992.7,1992.9,1990.5,1991.8,82317,0.0,-0.8662446595416184
HDFCBANK,2025-08-14 12:39:00+05:30,1992.0,1993.0,1991.6,1991.8,47564,0.0,-0.10987910480210818
HDFCBANK,2025-08-14 12:42:00+05:30,1991.8,1991.8,1990.7,1990.9,21068,0.0,-0.9673156311145092
HDFCBANK,2025-08-14 12:45:00+05:30,1990.9,1991.7,1990.5,1990.6,20536,0.0,-0.4134355053817117
HDFCBANK,2025-08-14 12:48:00+05:30,1990.7,1992.2,1990.6,1991.8,14377,0.0,0.9297643537038052
HDFCBANK,2025-08-14 12:51:00+05:30,1991.8,1992.4,1991.5,1992.3,12593,0.0,0.3221432043587743
HDFCBANK,2025-08-14 12:54:00+05:30,1992.3,1994.3,1992.1,1994.0,190876,0.0,1.3908848444286483
HDFCBANK,2025-08-14 12:57:00+05:30,1994.0,1994.3,1992.9,1994.2,48063,0.0,-0.01011810052505114
HDFCBANK,2025-08-14 13:00:00+05:30,1994.3,1995.9,1994.2,1995.7,55682,0.0,1.1622660853453397
HDFCBANK,2025-08-14 13:03:00+05:30,1995.9,1996.0,1995.5,1995.8,28192,0.0,-0.08705986378263932
HDFCBANK,2025-08-14 13:06:00+05:30,1995.8,1996.0,1994.0,1994.1,76382,1.0,-1.6153794444512997
HDFCBANK,2025-08-14 13:09:00+05:30,1994.1,1995.5,1994.0,1995.2,21129,0.0,0.8395346264334617
HDFCBANK,2025-08-14 13:12:00+05:30,1995.1,1995.2,1992.5,1993.6,102647,0.0,-1.4171753781426972
HDFCBANK,2025-08-14 13:15:00+05:30,1993.6,1995.7,1993.1,1994.2,70570,0.0,0.4877034920353741
HDFCBANK,2025-08-14 13:18:00+05:30,1994.2,1995.0,1993.4,1994.0,34208,0.0,-0.13774193409446012
HDFCBANK,2025-08-14 13:21:00+05:30,1994.1,1994.1,1990.7,1990.8,80992,1.0,-2.3357333246677294
HDFCBANK,2025-08-14 13:24:00+05:30,1990.8,1992.9,1990.6,1992.6,27310,0.0,1.4031058448828146
HDFCBANK,2025-08-14 13:27:00+05:30,1992.3,1992.6,1991.2,1992.2,22932,0.0,-0.3422455088683543
HDFCBANK,2025-08-14 13:30:00+05:30,1991.9,1992.5,1991.0,1991.0,34029,0.0,-0.9124714885275925
HDFCBANK,2025-08-14 13:33:00+05:30,1991.0,1991.2,1989.5,1989.8,49950,0.0,-0.8444715408316572
HDFCBANK,2025-08-14 13:36:00+05:30,1989.7,1991.2,1989.5,1991.2,21833,0.0,1.1096867404660848
HDFCBANK,2025-08-14 13:39:00+05:30,1990.9,1991.6,1990.5,1991.6,45047,0.0,0.31687306171753277
HDFCBANK,2025-08-14 13:42:00+05:30,1991.3,1993.4,1990.5,1993.1,68655,0.0,1.0560864072907932
HDFCBANK,2025-08-14 13:45:00+05:30,1992.9,1993.4,1992.7,1992.7,31748,0.0,-0.3833989200863508
HDFCBANK,2025-08-14 13:48:00+05:30,1992.8,1992.8,1990.9,1992.5,43354,0.0,-0.18177459836868554
HDFCBANK,2025-08-14 13:51:00+05:30,1992.3,1993.5,1992.2,1993.3,62479,0.0,0.5756886519441605
HDFCBANK,2025-08-14 13:54:00+05:30,1993.2,1993.8,1992.4,1993.8,29337,0.0,0.40709341462104437
HDFCBANK,2025-08-14 13:57:00+05:30,1993.8,1993.8,1992.6,1992.6,26697,0.0,-0.8771382551997038
HDFCBANK,2025-08-14 14:00:00+05:30,1992.6,1993.8,1992.4,1993.7,21177,0.0,0.9560195193341188
HDFCBANK,2025-08-14 14:03:00+05:30,1993.5,1993.8,1992.2,1992.2,47052,0.0,-1.023136359395964
HDFCBANK,2025-08-14 14:06:00+05:30,1992.2,1993.8,1991.6,1992.5,61730,0.0,0.3049228915555091
HDFCBANK,2025-08-14 14:09:00+05:30,1992.5,1993.4,1991.9,1993.4,20684,0.0,0.8004127689511575
HDFCBANK,2025-08-14 14:12:00+05:30,1993.4,1993.6,1991.7,1992.6,69412,0.0,-0.6253918747976339
HDFCBANK,2025-08-14 14:15:00+05:30,1992.6,1992.6,1991.1,1991.2,56393,0.0,-1.021450333451401
HDFCBANK,2025-08-14 14:18:00+05:30,1991.2,1991.6,1990.3,1990.9,38276,0.0,-0.11888750059549978
HDFCBANK,2025-08-14 14:21:00+05:30,1990.9,1991.8,1989.9,1990.0,43401,0.0,-0.839800944941819
HDFCBANK,2025-08-14 14:24:00+05:30,1990.0,1990.1,1989.0,1989.2,38227,0.0,-0.6676502873861464
HDFCBANK,2025-08-14 14:27:00+05:30,1989.2,1990.7,1989.1,1990.4,21327,0.0,1.3058789974917682
HDFCBANK,2025-08-14 14:30:00+05:30,1990.4,1991.7,1987.6,1991.6,139787,0.0,1.1793865268551222
HDFCBANK,2025-08-14 14:33:00+05:30,1991.6,1993.1,1991.6,1992.5,90841,0.0,0.7904369017279566
HDFCBANK,2025-08-14 14:36:00+05:30,1992.1,1993.6,1991.5,1991.6,61924,0.0,-0.971636191048394
HDFCBANK,2025-08-14 14:39:00+05:30,1991.4,1993.0,1989.2,1990.0,183005,1.0,-1.5125068341907677
HDFCBANK,2025-08-14 14:42:00+05:30,1990.0,1990.4,1989.4,1989.9,34500,0.0,0.06367484628357227
HDFCBANK,2025-08-14 14:45:00+05:30,1990.0,1993.2,1989.8,1991.3,122403,0.0,1.4784090951542743
HDFCBANK,2025-08-14 14:48:00+05:30,1991.3,1991.8,1990.2,1991.2,23089,0.0,-0.03546670236436412
HDFCBANK,2025-08-14 14:51:00+05:30,1991.5,1993.7,1991.5,1992.5,37718,0.0,1.3112668496449869
HDFCBANK,2025-08-14 14:54:00+05:30,1992.5,1993.0,1992.5,1992.6,38908,0.0,0.1572822922734734
HDFCBANK,2025-08-14 14:57:00+05:30,1992.6,1993.0,1992.2,1992.6,29983,0.0,-0.00024624600843475966
HDFCBANK,2025-08-14 15:00:00+05:30,1992.6,1992.6,1991.4,1992.2,193507,0.0,-0.341906041220677
HDFCBANK,2025-08-14 15:03:00+05:30,1992.3,1994.3,1991.9,1993.0,220672,0.0,0.8349082750452458
HDFCBANK,2025-08-14 15:06:00+05:30,1993.1,1993.7,1991.7,1991.9,205350,0.0,-1.1372583250180996
HDFCBANK,2025-08-14 15:09:00+05:30,1991.9,1992.8,1991.4,1991.4,147788,0.0,-0.43474971105089194
HDFCBANK,2025-08-14 15:12:00+05:30,1991.5,1991.5,1990.8,1990.8,149358,0.0,-0.5583416399491623
HDFCBANK,2025-08-14 15:15:00+05:30,1990.9,1991.0,1990.2,1990.9,175653,0.0,0.13300917019946207
HDFCBANK,2025-08-14 15:18:00+05:30,1990.9,1992.0,1990.8,1991.9,203736,0.0,1.069736568890342
HDFCBANK,2025-08-14 15:21:00+05:30,1991.9,1992.8,1987.9,1987.9,338250,1.0,-3.1387099837817494
HDFCBANK,2025-08-14 15:24:00+05:30,1988.0,1989.6,1987.9,1988.8,133144,0.0,0.7379032611716263
HDFCBANK,2025-08-14 15:27:00+05:30,1988.8,1990.0,1988.2,1989.2,106624,0.0,0.3768486803262501
