symbol,datetime,open,high,low,close,volume,signal,z
NIFTY25AUGFUT,2025-08-14 10:51:00+05:30,24719.0,24719.0,24710.0,24711.0,6000,0.0,-0.8951715639950841
NIFTY25AUGFUT,2025-08-14 10:54:00+05:30,24711.0,24714.1,24693.8,24699.5,41775,0.0,-1.3051776371269892
NIFTY25AUGFUT,2025-08-14 10:57:00+05:30,24699.5,24718.0,24699.5,24714.6,15450,-1.0,1.7864608068074976
NIFTY25AUGFUT,2025-08-14 11:00:00+05:30,24714.6,24723.5,24710.5,24723.2,38925,0.0,0.9123151122327793
NIFTY25AUGFUT,2025-08-14 11:03:00+05:30,24723.2,24723.6,24716.0,24716.0,6525,0.0,-1.0051271086532996
NIFTY25AUGFUT,2025-08-14 11:06:00+05:30,24716.0,24718.9,24711.1,24716.5,6150,0.0,-0.027969093286430203
NIFTY25AUGFUT,2025-08-14 11:09:00+05:30,24716.5,24720.0,24710.8,24714.8,4575,0.0,-0.31000083439020176
NIFTY25AUGFUT,2025-08-14 11:12:00+05:30,24714.8,24716.8,24705.2,24706.0,8925,0.0,-1.1042775688629898
NIFTY25AUGFUT,2025-08-14 11:15:00+05:30,24706.0,24714.3,24703.9,24709.6,7125,0.0,0.37337523793320176
NIFTY25AUGFUT,2025-08-14 11:18:00+05:30,24706.6,24715.7,24706.0,24709.1,5625,0.0,-0.13944438233843598
NIFTY25AUGFUT,2025-08-14 11:21:00+05:30,24709.1,24719.9,24705.7,24705.7,5400,0.0,-0.41128594664202023
NIFTY25AUGFUT,2025-08-14 11:24:00+05:30,24705.7,24711.3,24691.0,24696.9,21675,0.0,-1.0874467794260838
NIFTY25AUGFUT,2025-08-14 11:27:00+05:30,24696.9,24702.7,24695.0,24696.0,17100,0.0,0.05938813801299013
NIFTY25AUGFUT,2025-08-14 11:30:00+05:30,24700.0,24702.5,24693.0,24698.5,5625,0.0,0.5722147298128
NIFTY25AUGFUT,2025-08-14 11:33:00+05:30,24698.5,24702.0,24693.0,24693.0,6225,0.0,-0.5668578800237032
NIFTY25AUGFUT,2025-08-14 11:36:00+05:30,24693.0,24705.0,24693.0,24700.5,6600,0.0,1.2324915862606665
NIFTY25AUGFUT,2025-08-14 11:39:00+05:30,24700.5,24705.0,24683.0,24683.0,24750,1.0,-2.1498628944083813
NIFTY25AUGFUT,2025-08-14 11:42:00+05:30,24683.4,24688.5,24668.0,24680.0,74475,0.0,-0.17566793961697041
NIFTY25AUGFUT,2025-08-14 11:45:00+05:30,24683.4,24684.3,24675.0,24679.0,17925,0.0,0.10795768514621022
NIFTY25AUGFUT,2025-08-14 11:48:00+05:30,24679.0,24683.6,24666.3,24675.6,32775,0.0,-0.1695066476611889
NIFTY25AUGFUT,2025-08-14 11:51:00+05:30,24675.6,24683.9,24670.0,24682.2,12150,0.0,1.0887948909997733
NIFTY25AUGFUT,2025-08-14 11:54:00+05:30,24682.2,24696.0,24676.7,24691.0,13125,0.0,1.258822415572777
NIFTY25AUGFUT,2025-08-14 11:57:00+05:30,24691.0,24693.6,24682.2,24686.0,6975,0.0,-0.5529108530154668
NIFTY25AUGFUT,2025-08-14 12:00:00+05:30,24686.0,24704.8,24686.0,24690.0,20175,0.0,0.9165116192470887
NIFTY25AUGFUT,2025-08-14 12:03:00+05:30,24690.0,24693.7,24684.1,24688.6,4425,0.0,-0.0052065174797970015
NIFTY25AUGFUT,2025-08-14 12:06:00+05:30,24688.6,24698.0,24688.6,24697.4,4650,-1.0,1.5171607650073462
NIFTY25AUGFUT,2025-08-14 12:09:00+05:30,24697.4,24697.4,24690.0,24690.1,6975,0.0,-0.9222352254237474
NIFTY25AUGFUT,2025-08-14 12:12:00+05:30,24690.1,24695.0,24680.3,24681.3,12000,0.0,-1.1505197039780113
NIFTY25AUGFUT,2025-08-14 12:15:00+05:30,24683.1,24693.0,24683.1,24687.3,6075,0.0,1.0645195708928885
NIFTY25AUGFUT,2025-08-14 12:18:00+05:30,24687.3,24692.3,24681.8,24689.5,4500,0.0,0.47286527661759126
NIFTY25AUGFUT,2025-08-14 12:21:00+05:30,24689.5,24697.0,24687.0,24697.0,6600,0.0,1.1427916836114662
NIFTY25AUGFUT,2025-08-14 12:24:00+05:30,24697.0,24698.9,24690.2,24693.8,13725,0.0,-0.45388166681570286
NIFTY25AUGFUT,2025-08-14 12:27:00+05:30,24693.8,24705.8,24692.2,24700.4,18900,0.0,0.9291474828587448
NIFTY25AUGFUT,2025-08-14 12:30:00+05:30,24700.4,24707.9,24696.3,24704.9,19275,0.0,0.6044141058935301
NIFTY25AUGFUT,2025-08-14 12:33:00+05:30,24703.0,24708.0,24698.5,24698.8,9300,0.0,-0.9206599205032431
NIFTY25AUGFUT,2025-08-14 12:36:00+05:30,24698.8,24707.0,24694.7,24707.0,17025,0.0,1.1284187703178647
NIFTY25AUGFUT,2025-08-14 12:39:00+05:30,24707.0,24708.6,24698.6,24702.0,18075,0.0,-1.0228125631940272
NIFTY25AUGFUT,2025-08-14 12:42:00+05:30,24702.0,24702.0,24691.6,24691.6,5925,1.0,-1.7502117253153195
NIFTY25AUGFUT,2025-08-14 12:45:00+05:30,24691.6,24697.4,24687.0,24687.3,11925,0.0,-0.7422213416783877
NIFTY25AUGFUT,2025-08-14 12:48:00+05:30,24687.3,24702.0,24685.4,24702.0,13050,-1.0,1.9110678554179519
NIFTY25AUGFUT,2025-08-14 12:51:00+05:30,24702.0,24704.0,24698.0,24704.0,6525,0.0,0.13163806183358098
NIFTY25AUGFUT,2025-08-14 12:54:00+05:30,24704.0,24721.3,24703.7,24718.1,27075,-1.0,1.749441398118567
NIFTY25AUGFUT,2025-08-14 12:57:00+05:30,24718.1,24725.0,24710.1,24723.0,14850,0.0,0.4247768333977105
NIFTY25AUGFUT,2025-08-14 13:00:00+05:30,24720.8,24726.9,24712.3,24715.0,12600,0.0,-1.2389717413055503
NIFTY25AUGFUT,2025-08-14 13:03:00+05:30,24715.0,24723.6,24709.6,24723.6,7725,0.0,0.900545810039886
NIFTY25AUGFUT,2025-08-14 13:06:00+05:30,24723.6,24723.7,24711.2,24714.0,8625,0.0,-1.335969980088156
NIFTY25AUGFUT,2025-08-14 13:09:00+05:30,24714.0,24719.0,24711.4,24719.0,10350,0.0,0.46614143855722107
NIFTY25AUGFUT,2025-08-14 13:12:00+05:30,24719.0,24719.0,24709.1,24716.1,17325,0.0,-0.6333896699993725
NIFTY25AUGFUT,2025-08-14 13:15:00+05:30,24716.1,24725.0,24712.9,24712.9,30900,0.0,-0.6109819023071235
NIFTY25AUGFUT,2025-08-14 13:18:00+05:30,24712.9,24714.5,24702.8,24704.0,13950,0.0,-1.2572255872341223
NIFTY25AUGFUT,2025-08-14 13:21:00+05:30,24704.0,24705.0,24695.6,24700.0,53700,0.0,-0.549464606792796
NIFTY25AUGFUT,2025-08-14 13:24:00+05:30,24699.9,24707.0,24695.0,24700.8,23250,0.0,0.05972096850066806
NIFTY25AUGFUT,2025-08-14 13:27:00+05:30,24700.8,24704.5,24691.2,24696.0,14700,0.0,-0.6147588496559042
NIFTY25AUGFUT,2025-08-14 13:30:00+05:30,24696.0,24701.1,24690.0,24691.8,10800,0.0,-0.47817158659699693
NIFTY25AUGFUT,2025-08-14 13:33:00+05:30,24698.0,24705.0,24688.2,24694.8,20775,0.0,0.43547354393523524
NIFTY25AUGFUT,2025-08-14 13:36:00+05:30,24699.0,24705.0,24693.5,24705.0,5250,0.0,1.378164307298736
NIFTY25AUGFUT,2025-08-14 13:39:00+05:30,24705.0,24709.0,24700.9,24705.0,4800,0.0,-0.02044582009955331
NIFTY25AUGFUT,2025-08-14 13:42:00+05:30,24705.0,24710.0,24704.8,24705.0,4725,0.0,-0.09608883897485009
NIFTY25AUGFUT,2025-08-14 13:45:00+05:30,24705.0,24710.0,24701.5,24701.5,10275,0.0,-0.6051971925313487
NIFTY25AUGFUT,2025-08-14 13:48:00+05:30,24701.5,24710.0,24699.2,24709.0,19200,0.0,1.119447339373124
NIFTY25AUGFUT,2025-08-14 13:51:00+05:30,24709.0,24713.0,24701.8,24706.2,21300,0.0,-0.4539705002645132
NIFTY25AUGFUT,2025-08-14 13:54:00+05:30,24706.2,24710.0,24702.2,24706.1,21900,0.0,0.08993153862688258
NIFTY25AUGFUT,2025-08-14 13:57:00+05:30,24706.1,24709.9,24700.0,24701.0,7425,0.0,-0.729639699799726
NIFTY25AUGFUT,2025-08-14 14:00:00+05:30,24701.0,24703.9,24696.1,24697.1,6675,0.0,-0.5677408883436096
NIFTY25AUGFUT,2025-08-14 14:03:00+05:30,24697.1,24697.1,24685.4,24686.7,21900,1.0,-1.642527677213863
NIFTY25AUGFUT,2025-08-14 14:06:00+05:30,24690.0,24700.0,24685.0,24694.9,13800,-1.0,1.718648199495671
NIFTY25AUGFUT,2025-08-14 14:09:00+05:30,24694.9,24699.0,24692.3,24699.0,5850,0.0,0.9654669955481426
NIFTY25AUGFUT,2025-08-14 14:12:00+05:30,24699.0,24699.0,24691.1,24691.3,9750,0.0,-1.181404736048657
NIFTY25AUGFUT,2025-08-14 14:15:00+05:30,24691.3,24691.3,24672.5,24673.5,39075,1.0,-2.4176471306303173
NIFTY25AUGFUT,2025-08-14 14:18:00+05:30,24673.5,24684.7,24668.5,24679.5,79425,0.0,1.1009725206350347
NIFTY25AUGFUT,2025-08-14 14:21:00+05:30,24679.5,24685.5,24672.6,24672.6,18375,0.0,-0.8313306083094107
NIFTY25AUGFUT,2025-08-14 14:24:00+05:30,24672.6,24680.0,24671.0,24676.1,23775,0.0,0.7042086610049779
NIFTY25AUGFUT,2025-08-14 14:27:00+05:30,24676.1,24687.0,24675.0,24680.8,11175,0.0,0.8040474737010345
NIFTY25AUGFUT,2025-08-14 14:30:00+05:30,24680.8,24680.8,24657.4,24670.0,111075,0.0,-1.367223010003045
NIFTY25AUGFUT,2025-08-14 14:33:00+05:30,24669.0,24690.0,24669.0,24685.0,83250,-1.0,1.9646125256412517
NIFTY25AUGFUT,2025-08-14 14:36:00+05:30,24685.0,24699.8,24680.0,24685.0,43875,0.0,0.13309896551133824
NIFTY25AUGFUT,2025-08-14 14:39:00+05:30,24685.0,24693.2,24681.4,24685.0,15375,0.0,0.13309896551133824
NIFTY25AUGFUT,2025-08-14 14:42:00+05:30,24685.0,24694.2,24685.0,24687.5,16425,0.0,0.44753660507282256
NIFTY25AUGFUT,2025-08-14 14:45:00+05:30,24687.5,24699.8,24687.1,24691.1,48375,0.0,0.5438129151522786
NIFTY25AUGFUT,2025-08-14 14:48:00+05:30,24691.1,24698.0,24691.1,24698.0,10650,0.0,0.9873196504031387
NIFTY25AUGFUT,2025-08-14 14:51:00+05:30,24699.0,24705.0,24695.4,24700.0,18675,0.0,0.30590936513588374
NIFTY25AUGFUT,2025-08-14 14:54:00+05:30,24700.0,24705.0,24695.0,24700.0,20325,0.0,0.040249733196406144
NIFTY25AUGFUT,2025-08-14 14:57:00+05:30,24695.8,24700.0,24693.0,24695.2,23025,0.0,-0.59838531680672
NIFTY25AUGFUT,2025-08-14 15:00:00+05:30,24695.2,24703.0,24683.8,24690.0,50775,0.0,-0.6398580886761311
NIFTY25AUGFUT,2025-08-14 15:03:00+05:30,24690.0,24695.0,24683.0,24691.6,22875,0.0,0.1875306125771149
NIFTY25AUGFUT,2025-08-14 15:06:00+05:30,24691.6,24697.9,24685.6,24688.0,33225,0.0,-0.46344712190102333
NIFTY25AUGFUT,2025-08-14 15:09:00+05:30,24688.0,24694.2,24687.0,24690.0,48600,0.0,0.3512004875785302
NIFTY25AUGFUT,2025-08-14 15:12:00+05:30,24690.0,24693.9,24685.0,24685.5,33675,0.0,-0.6155541305418819
NIFTY25AUGFUT,2025-08-14 15:15:00+05:30,24685.5,24690.3,24677.6,24682.0,56025,0.0,-0.6999084911199538
NIFTY25AUGFUT,2025-08-14 15:18:00+05:30,24681.4,24688.9,24680.2,24685.0,55950,0.0,0.4957059220904411
NIFTY25AUGFUT,2025-08-14 15:21:00+05:30,24685.0,24688.2,24680.0,24682.0,29850,0.0,-0.6543179384456003
NIFTY25AUGFUT,2025-08-14 15:24:00+05:30,24682.0,24684.9,24674.0,24678.0,55950,0.0,-0.7667917493867707
NIFTY25AUGFUT,2025-08-14 15:27:00+05:30,24678.0,24680.0,24671.0,24671.0,79200,0.0,-1.1959742571963654
